RL.R,I(AM1.nA),V(un3),
47000,0.00017016449120848967,3.9988655433995066,
47100,0.00016980331003286603,3.998867951273995,
47200,0.00016944365885375028,3.9988703489485062,
47300,0.00016908552796988228,3.998872736487716,
47400,0.00016872890776184615,3.998875113955754,
47500,0.0001683737886912088,3.998877481416209,
47600,0.00016802016129966962,3.998879838932137,
47700,0.00016766801620822071,3.9988821865660644,
47800,0.0001673173441163178,3.998884524379995,
47900,0.00016696813580106116,3.9988868524354144,
48000,0.00016662038211638736,3.9988891707932965,
48100,0.00016627407399227062,3.998891479514109,
48200,0.00016592920243393424,3.998893778657816,
48300,0.00016558575852107188,3.9988960682838863,
48400,0.00016524373340707843,3.9988983484512977,
48500,0.00016490311831829035,3.998900619218541,
48600,0.00016456390455323565,3.998902880643626,
48700,0.00016422608348189266,3.998905132784087,
48800,0.0001638896465449584,3.9989073756969846,
48900,0.00016355458525312537,3.9989096094389156,
49000,0.00016322089118636787,3.9989118340660124,
49100,0.00016288855599323632,3.9989140496339517,
49200,0.00016255757139016088,3.9989162561979574,
49300,0.0001622279291607629,3.9989184538128058,
49400,0.00016189962115517524,3.9989206425328283,
49500,0.00016157263928937048,3.9989228224119193,
49600,0.00016124697554449746,3.998924993503537,
49700,0.0001609226219662258,3.998927155860711,
49800,0.00016059957066409816,3.9989293095360443,
49900,0.00016027781381089049,3.9989314545817183,
50000,0.00015995734364197988,3.9989335910494965,
50100,0.0001596381524547198,3.998935718990731,
50200,0.0001593202326078232,3.9989378384563627,
50300,0.00015900357652075264,3.998939949496929,
50400,0.0001586881766731177,3.998942052162566,
50500,0.0001583740256040797,3.998944146503012,
50600,0.0001580611159117634,3.9989462325676137,
50700,0.00015774944025267562,3.998948310405327,
50800,0.00015743899134113085,3.9989503800647235,
50900,0.0001571297619486834,3.998952441593993,
51000,0.00015682174490356653,3.998954495040947,
51100,0.00015651493309013788,3.9989565404530225,
51200,0.00015620931944833156,3.998958577877288,
51300,0.00015590489697311666,3.9989606073604422,
51400,0.000155601658713962,3.998962628948823,
51500,0.00015529959777430707,3.9989646426884073,
51600,0.00015499870731103938,3.998966648624816,
51700,0.0001546989805339774,3.9989686468033163,
51800,0.00015440041070536014,3.998970637268827,
51900,0.00015410299113934186,3.9989726200659206,
52000,0.00015380671520149334,3.9989745952388263,
52100,0.00015351157630830842,3.9989765628314347,
52200,0.00015321756792671643,3.998978522887299,
52300,0.0001529246835736,3.99898047544964,
52400,0.00015263291681531866,3.9989824205613487,
52500,0.0001523422612672377,3.9989843582649898,
52600,0.0001520527105932625,3.9989862886028034,
52700,0.000151764258505378,3.9989882116167097,
52800,0.00015147689876319361,3.9989901273483115,
52900,0.00015119062517349326,3.998992035838897,
53000,0.00015090543158979028,3.998993937129442,
53100,0.0001506213119118876,3.9989958312606158,
53200,0.00015033826008544282,3.998997718272779,
53300,0.0001500562701015382,3.9989995982059927,
53400,0.00014977533599625528,3.9990014711000157,
53500,0.0001494954518502546,3.99900333699431,
53600,0.00014921661178835983,3.9990051959280435,
53700,0.00014893880997914684,3.9990070479400925,
53800,0.00014866204063453695,3.9990088930690444,
53900,0.00014838629800939515,3.9990107313531995,
54000,0.00014811157640113242,3.999012562830576,
54100,0.0001478378701493127,3.9990143875389093,
54200,0.00014756517363526413,3.999016205515657,
54300,0.00014729348128169438,3.9990180167980025,
54400,0.00014702278755231076,3.999019821422853,
54500,0.0001467530869514439,3.9990216194268466,
54600,0.00014648437402367594,3.999023410846353,
54700,0.0001462166433534726,3.999025195717476,
54800,0.00014594988956481955,3.999026974076055,
54900,0.00014568410732086228,3.99902874595767,
55000,0.00014541929132355055,3.99903051139764,
55100,0.00014515543631328604,3.99903227043103,
55200,0.00014489253706857427,3.9990340230926495,
55300,0.0001446305884056802,3.9990357694170573,
55400,0.00014436958517828743,3.999037509438562,
55500,0.00014410952227716126,3.9990392431912243,
55600,0.00014385039462981518,3.9990409707088617,
55700,0.00014359219720018124,3.9990426920250477,
55800,0.00014333492498828373,3.9990444071731157,
