P1.K,I(i_C.nA),V(Q1.nC),
0.431,0.001526102998497649,6.634645188993813,
0.432,0.0015258218529880807,6.619786229613054,
0.433,0.001525540765302759,6.604930326329956,
0.434,0.0015252597354100757,6.590077477473951,
0.435,0.0015249787632784346,6.575227681375153,
0.436,0.0015246978488762531,6.560380936364381,
0.437,0.0015244169921719618,6.545537240773141,
0.438,0.0015241361931340046,6.530696592933633,
0.439,0.001523855451730838,6.515858991178747,
0.44,0.001523574767930932,6.501024433842064,
0.441,0.0015232941417027692,6.486192919257857,
0.442,0.0015230135730148456,6.471364445761091,
0.443,0.0015227330618356701,6.4565390116874095,
0.444,0.001522452608133765,6.441716615373161,
0.445,0.0015221722118776647,6.426897255155367,
0.446,0.001521891873035918,6.412080929371744,
0.447,0.001521611591577085,6.397267636360692,
0.448,0.0015213313674697403,6.382457374461302,
0.449,0.0015210512006824707,6.36765014201334,
0.45,0.001520771091183876,6.352845937357269,
0.451,0.001520491038942569,6.338044758834228,
0.452,0.0015202110439271755,6.323246604786044,
0.453,0.001519931106106334,6.308451473555222,
0.454,0.0015196512254486965,6.293659363484954,
0.455,0.0015193714019229273,6.278870272919111,
0.456,0.0015190916354977037,6.264084200202246,
0.457,0.001518811926141716,6.249301143679592,
0.458,0.0015185322738236677,6.234521101697063,
0.459,0.0015182526785122738,6.21974407260125,
0.46,0.0015179731401762642,6.204970054739424,
0.461,0.00151769365878438,6.190199046459532,
0.462,0.0015174142343053754,6.175431046110205,
0.463,0.0015171348667080181,6.1606660520407415,
0.464,0.001516855555961088,6.145904062601122,
0.465,0.001516576302033378,6.1311450761419986,
0.466,0.0015162971048936936,6.116389091014703,
0.467,0.001516017964510853,6.101636105571237,
0.468,0.0015157388808536875,6.086886118164282,
0.469,0.0015154598538910412,6.072139127147182,
0.47,0.00151518088359177,6.057395130873961,
0.471,0.0015149019699247435,6.0426541276993175,
0.472,0.001514623112858844,6.027916115978613,
0.473,0.0015143443123629657,6.013181094067884,
0.474,0.001514065568406016,5.998449060323838,
0.475,0.001513786880956915,5.983720013103851,
0.476,0.0015135082499845955,5.968993950765966,
0.477,0.0015132296754580023,5.954270871668894,
0.478,0.0015129511573460938,5.939550774172018,
0.479,0.0015126726956178405,5.924833656635382,
0.48,0.0015123942902422252,5.910119517419701,
0.481,0.001512115941188244,5.895408354886353,
0.482,0.0015118376484249052,5.880700167397381,
0.483,0.0015115594119212295,5.8659949533154965,
0.484,0.0015112812316462503,5.851292711004069,
0.485,0.001511003107569014,5.836593438827135,
0.486,0.0015107250396585788,5.821897135149392,
0.487,0.0015104470278840159,5.807203798336202,
0.488,0.0015101690722144092,5.792513426753584,
0.489,0.001509891172618854,5.7778260187682235,
0.49,0.0015096133290664596,5.763141572747462,
0.491,0.0015093355415263469,5.748460087059301,
